order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
3362767,169772,prior,5,0,11,30.0
373212,169772,train,6,2,12,30.0
359362,169796,prior,1,0,12,
3189741,169796,prior,2,5,11,5.0
3059420,169796,prior,3,2,12,4.0
2530764,169796,prior,4,0,10,5.0
2791649,169796,prior,5,3,12,10.0
923113,169796,prior,6,3,12,7.0
1845591,169796,prior,7,5,12,9.0
2520769,169796,prior,8,0,13,9.0
2591927,169796,prior,9,1,14,8.0
1623210,169796,prior,10,3,12,9.0
482578,169796,prior,11,0,13,4.0
237892,169796,prior,12,1,19,22.0
3149149,169796,prior,13,0,10,13.0
778080,169796,prior,14,3,15,10.0
1182740,169796,prior,15,4,18,15.0
692055,169796,prior,16,0,13,10.0
1215933,169796,prior,17,3,13,10.0
601864,169796,prior,18,1,10,30.0
2852358,169796,prior,19,0,12,6.0
2501655,169796,prior,20,3,13,30.0
2812385,169796,train,21,0,10,18.0
2516055,169797,prior,1,5,19,
3152966,169797,prior,2,0,13,2.0
465319,169797,prior,3,2,20,30.0
2543508,169797,prior,4,2,18,14.0
3128425,169797,prior,5,3,17,15.0
1561661,169797,prior,6,1,18,12.0
2317412,169797,prior,7,0,14,6.0
3074061,169797,prior,8,4,8,4.0
1449269,169797,prior,9,2,19,5.0
3167687,169797,prior,10,5,18,3.0
1656477,169797,prior,11,0,10,2.0
433856,169797,prior,12,3,19,3.0
42735,169797,prior,13,6,12,10.0
437494,169797,prior,14,4,18,30.0
275710,169797,prior,15,0,10,3.0
194352,169797,prior,16,4,13,30.0
425885,169797,prior,17,3,12,27.0
1878927,169797,train,18,1,10,5.0
1946952,169862,prior,1,3,10,
2664178,169862,prior,2,3,8,14.0
102770,169862,prior,3,1,2,12.0
791938,169862,prior,4,2,1,8.0
2626836,169862,prior,5,0,14,5.0
977191,169862,prior,6,5,10,12.0
1295571,169862,prior,7,1,5,10.0
877611,169862,prior,8,4,14,17.0
939829,169862,prior,9,2,8,12.0
3049490,169862,prior,10,6,18,4.0
2752198,169862,prior,11,6,10,7.0
93196,169862,prior,12,1,16,30.0
2273081,169862,prior,13,0,22,6.0
1835857,169862,prior,14,1,12,8.0
127859,169862,prior,15,1,11,7.0
2886702,169862,prior,16,4,10,10.0
1271504,169862,prior,17,0,15,10.0
2028725,169862,prior,18,0,9,14.0
1083686,169862,prior,19,2,8,9.0
1293313,169862,prior,20,1,7,13.0
1137919,169862,prior,21,6,15,12.0
381528,169862,prior,22,3,8,11.0
2593439,169862,prior,23,1,8,5.0
2162729,169862,prior,24,3,9,9.0
1411060,169862,prior,25,6,16,10.0
1450553,169862,prior,26,6,9,7.0
2540931,169862,prior,27,6,9,0.0
50957,169862,prior,28,6,9,0.0
443856,169862,prior,29,2,15,3.0
871574,169862,prior,30,0,1,30.0
1711810,169862,train,31,0,15,30.0
115793,169875,prior,1,3,10,
3369926,169875,prior,2,3,13,30.0
3373518,169875,prior,3,3,9,14.0
207539,169875,prior,4,2,11,20.0
3256834,169875,prior,5,2,10,28.0
1157431,169875,prior,6,2,9,14.0
3106366,169875,prior,7,2,9,14.0
346255,169875,train,8,3,11,15.0
1635602,169884,prior,1,1,18,
589399,169884,prior,2,1,12,7.0
168848,169884,prior,3,4,19,3.0
1069341,169884,prior,4,5,8,1.0
2417717,169884,prior,5,4,19,13.0
1251922,169884,prior,6,2,16,12.0
2214846,169884,prior,7,3,15,15.0
2010659,169884,prior,8,4,20,30.0
2221429,169884,prior,9,1,12,11.0
2887807,169884,prior,10,2,8,15.0
2041215,169884,prior,11,2,16,30.0
2578364,169884,prior,12,2,20,0.0
2486644,169884,prior,13,6,14,4.0
340180,169884,prior,14,3,21,4.0
1467844,169884,prior,15,6,13,3.0
1490167,169884,prior,16,2,19,10.0
2262158,169884,prior,17,3,8,30.0
1024319,169884,prior,18,6,11,3.0
2700893,169884,prior,19,1,19,9.0
3207809,169884,prior,20,1,13,30.0
1168514,169884,prior,21,6,12,5.0
573473,169884,prior,22,2,14,10.0
2351441,169884,train,23,3,18,29.0
1856936,169898,prior,1,4,10,
2473904,169898,prior,2,0,11,3.0
1809446,169898,prior,3,4,11,25.0
832531,169898,prior,4,1,13,30.0
921490,169898,prior,5,3,17,23.0
1881614,169898,prior,6,0,14,11.0
647928,169898,prior,7,3,10,30.0
1254553,169898,prior,8,3,20,7.0
1118859,169898,prior,9,5,11,9.0
991993,169898,prior,10,3,11,12.0
2371328,169898,prior,11,1,17,5.0
1724565,169898,prior,12,3,13,2.0
696131,169898,train,13,1,18,12.0
1988104,170013,prior,1,0,22,
98266,170013,prior,2,0,13,14.0
1400923,170013,prior,3,0,7,30.0
1644502,170013,train,4,4,7,18.0
745436,170054,prior,1,1,18,
1041144,170054,prior,2,0,15,30.0
2723212,170054,prior,3,5,7,30.0
566704,170054,prior,4,5,7,30.0
2611025,170054,prior,5,5,8,14.0
2674672,170054,train,6,4,20,30.0
774300,170181,prior,1,0,13,
2206903,170181,prior,2,5,16,5.0
2759872,170181,prior,3,0,13,23.0
2899742,170181,prior,4,1,16,8.0
126946,170181,prior,5,0,12,6.0
1127065,170181,train,6,6,16,30.0
711852,170220,prior,1,1,15,
2928178,170220,prior,2,6,11,30.0
427882,170220,prior,3,2,14,30.0
1268545,170220,prior,4,0,13,30.0
1348307,170220,prior,5,0,10,28.0
2005305,170220,prior,6,0,10,30.0
3045176,170220,prior,7,6,13,6.0
775253,170220,prior,8,0,11,22.0
528149,170220,prior,9,1,13,30.0
2937209,170220,prior,10,0,13,30.0
2828670,170220,train,11,5,10,26.0
1860086,170236,prior,1,1,17,
1539047,170236,prior,2,6,16,26.0
2930674,170236,prior,3,2,11,30.0
380168,170236,prior,4,1,18,6.0
1117399,170236,prior,5,4,23,3.0
1410883,170236,prior,6,2,11,30.0
369918,170236,train,7,5,14,30.0
1752765,170285,prior,1,3,12,
1874941,170285,prior,2,2,9,20.0
2785399,170285,prior,3,4,7,9.0
1232317,170285,train,4,6,9,2.0
2596570,170286,prior,1,6,9,
1895326,170286,prior,2,6,10,14.0
876847,170286,prior,3,6,10,0.0
1872017,170286,train,4,6,16,30.0
1322482,170460,prior,1,0,12,
2852610,170460,prior,2,0,9,30.0
1599123,170460,prior,3,0,10,14.0
2582556,170460,prior,4,6,15,20.0
1679745,170460,prior,5,6,7,28.0
770608,170460,train,6,0,12,8.0
2901202,170484,prior,1,0,20,
3365297,170484,prior,2,0,16,7.0
3224498,170484,prior,3,0,14,28.0
2967435,170484,prior,4,0,16,28.0
644934,170484,prior,5,0,12,7.0
1766076,170484,train,6,6,7,6.0
2926129,170512,prior,1,6,22,
1733261,170512,prior,2,0,10,15.0
917118,170512,prior,3,2,15,2.0
1749371,170512,prior,4,0,10,5.0
675463,170512,prior,5,5,14,5.0
466117,170512,prior,6,0,10,2.0
2209650,170512,prior,7,0,10,7.0
2628147,170512,prior,8,0,9,7.0
978430,170512,prior,9,6,21,6.0
2599588,170512,prior,10,2,11,3.0
2011274,170512,prior,11,2,10,7.0
452138,170512,train,12,6,16,11.0
2207834,170531,prior,1,0,17,
1543432,170531,prior,2,0,15,21.0
831595,170531,prior,3,1,16,30.0
102251,170531,prior,4,1,17,28.0
1429268,170531,prior,5,6,12,19.0
1678371,170531,prior,6,3,10,30.0
135969,170531,prior,7,6,14,17.0
639046,170531,prior,8,3,18,18.0
1731191,170531,prior,9,2,16,13.0
535020,170531,train,10,1,16,20.0
3366825,170560,prior,1,3,20,
2990944,170560,prior,2,0,18,30.0
780918,170560,prior,3,0,0,7.0
1941592,170560,prior,4,1,16,8.0
3368911,170560,prior,5,2,15,30.0
2029097,170560,prior,6,0,11,30.0
996874,170560,prior,7,0,11,7.0
2154434,170560,prior,8,6,14,6.0
1369853,170560,train,9,2,19,30.0
1493104,170568,prior,1,3,11,
783322,170568,prior,2,1,10,19.0
614927,170568,prior,3,2,6,8.0
2168716,170568,prior,4,1,12,20.0
981387,170568,prior,5,1,10,14.0
3155487,170568,prior,6,4,10,17.0
1870733,170568,prior,7,1,10,11.0
1219641,170568,train,8,4,11,17.0
2424678,170636,prior,1,2,15,
2549267,170636,prior,2,0,9,30.0
224947,170636,prior,3,2,16,30.0
1568120,170636,train,4,6,9,11.0
1026204,170652,prior,1,2,17,
3125445,170652,prior,2,0,9,12.0
3141321,170652,prior,3,6,9,13.0
634362,170652,prior,4,6,13,30.0
983412,170652,prior,5,3,16,30.0
801685,170652,prior,6,2,15,30.0
2608717,170652,prior,7,0,17,26.0
1091792,170652,prior,8,3,13,10.0
3393363,170652,prior,9,0,23,4.0
1573045,170652,train,10,5,15,5.0
672318,170674,prior,1,6,15,
2057331,170674,prior,2,6,15,0.0
3694,170674,prior,3,6,14,14.0
1819433,170674,prior,4,3,14,30.0
2928994,170674,prior,5,0,22,4.0
1428463,170674,train,6,6,10,30.0
824438,170684,prior,1,0,14,
1914184,170684,prior,2,2,17,9.0
153368,170684,prior,3,5,18,10.0
1510040,170684,prior,4,5,12,7.0
3382404,170684,prior,5,0,13,23.0
3285127,170684,prior,6,2,17,9.0
2222942,170684,prior,7,4,12,16.0
1824768,170684,prior,8,3,14,6.0
2258643,170684,train,9,2,17,6.0
119525,170769,prior,1,4,14,
1172163,170769,prior,2,1,15,30.0
3116107,170769,prior,3,5,11,30.0
1255529,170769,prior,4,4,17,30.0
179891,170769,prior,5,4,9,30.0
750356,170769,prior,6,2,11,30.0
2944835,170769,prior,7,2,22,14.0
333836,170769,prior,8,5,9,30.0
3352665,170769,train,9,6,14,29.0
2364853,170925,prior,1,1,17,
799007,170925,prior,2,1,11,14.0
2337717,170925,prior,3,2,8,8.0
320042,170925,prior,4,2,17,7.0
78276,170925,prior,5,1,14,6.0
3061004,170925,prior,6,2,9,8.0
1062865,170925,prior,7,2,16,7.0
922685,170925,prior,8,2,14,7.0
2465420,170925,prior,9,2,9,7.0
1308186,170925,prior,10,5,8,10.0
56661,170925,train,11,2,20,4.0
1231026,171053,prior,1,2,14,
2542594,171053,prior,2,0,9,12.0
798777,171053,prior,3,3,6,10.0
2152270,171053,prior,4,3,19,30.0
2699424,171053,prior,5,1,14,5.0
798248,171053,prior,6,5,12,30.0
2697048,171053,prior,7,3,11,30.0
348250,171053,prior,8,2,13,13.0
684829,171053,prior,9,0,14,19.0
1857027,171053,train,10,2,17,30.0
2735604,171055,prior,1,5,15,
934228,171055,prior,2,4,16,20.0
149302,171055,prior,3,5,16,8.0
2668098,171055,prior,4,5,17,21.0
2259569,171055,prior,5,2,7,11.0
2923541,171055,prior,6,0,15,12.0
439171,171055,prior,7,2,13,2.0
1465687,171055,train,8,6,7,4.0
2066334,171139,prior,1,6,12,
960867,171139,prior,2,6,16,14.0
2777921,171139,prior,3,0,14,15.0
2447622,171139,train,4,6,12,20.0
2653862,171142,prior,1,6,14,
933415,171142,prior,2,6,12,14.0
966581,171142,prior,3,5,16,27.0
2732525,171142,prior,4,5,8,7.0
2499775,171142,prior,5,6,10,30.0
1748102,171142,prior,6,6,11,21.0
117193,171142,prior,7,0,15,15.0
1861650,171142,prior,8,2,12,16.0
733543,171142,prior,9,0,0,26.0
2419671,171142,prior,10,6,12,6.0
2967764,171142,prior,11,0,13,29.0
2483275,171142,train,12,6,17,27.0
1884594,171246,prior,1,1,16,
2204954,171246,prior,2,1,15,28.0
931174,171246,prior,3,0,8,30.0
1726133,171246,train,4,4,7,30.0
73604,171336,prior,1,1,10,
1385103,171336,prior,2,1,7,7.0
2986015,171336,prior,3,0,19,6.0
1181776,171336,prior,4,1,9,15.0
3093026,171336,prior,5,0,21,20.0
320271,171336,prior,6,1,12,8.0
3063941,171336,prior,7,1,12,30.0
3136305,171336,prior,8,2,21,29.0
1703619,171336,prior,9,4,18,30.0
1889170,171336,train,10,1,9,30.0
1783612,171340,prior,1,5,17,
3155528,171340,prior,2,3,11,26.0
1212621,171340,prior,3,3,15,30.0
1661561,171340,prior,4,4,12,15.0
2499248,171340,train,5,1,11,30.0
2434990,171370,prior,1,4,15,
1432691,171370,prior,2,4,12,7.0
2813275,171370,prior,3,3,14,30.0
434466,171370,prior,4,2,16,30.0
47579,171370,prior,5,3,17,8.0
3134347,171370,prior,6,2,10,30.0
672406,171370,prior,7,3,16,29.0
461817,171370,prior,8,0,14,30.0
1741278,171370,prior,9,5,14,5.0
3193210,171370,prior,10,0,12,16.0
3301672,171370,prior,11,0,14,28.0
711955,171370,train,12,0,0,7.0
217653,171411,prior,1,6,19,
1135355,171411,prior,2,0,19,30.0
1281840,171411,prior,3,0,12,30.0
58562,171411,train,4,0,19,14.0
1946941,171483,prior,1,4,10,
1199327,171483,prior,2,1,14,18.0
1476302,171483,prior,3,2,7,29.0
752427,171483,prior,4,6,7,4.0
1000475,171483,prior,5,5,15,30.0
2262140,171483,prior,6,4,11,30.0
47874,171483,prior,7,1,8,4.0
37881,171483,prior,8,1,18,7.0
741358,171483,prior,9,0,6,13.0
963835,171483,train,10,0,8,30.0
1913995,171552,prior,1,1,11,
770199,171552,prior,2,1,19,7.0
1875189,171552,prior,3,6,9,5.0
878154,171552,prior,4,6,13,21.0
1106716,171552,prior,5,6,14,0.0
2130854,171552,prior,6,2,19,10.0
29351,171552,prior,7,0,8,5.0
980184,171552,prior,8,1,15,1.0
769654,171552,prior,9,4,21,10.0
290732,171552,prior,10,6,11,2.0
351196,171552,prior,11,6,18,7.0
148778,171552,prior,12,1,20,9.0
3066047,171552,prior,13,4,18,24.0
797493,171552,prior,14,5,16,1.0
95881,171552,prior,15,0,1,23.0
453673,171552,prior,16,5,23,5.0
990285,171552,prior,17,5,13,7.0
2772883,171552,prior,18,4,10,6.0
3419303,171552,prior,19,2,19,5.0
2233064,171552,prior,20,2,18,30.0
797064,171552,prior,21,4,11,2.0
2206552,171552,prior,22,6,16,30.0
1078260,171552,train,23,1,10,9.0
695594,171561,prior,1,0,12,
728161,171561,prior,2,4,19,30.0
1741523,171561,prior,3,1,16,30.0
2038619,171561,prior,4,4,8,24.0
2442216,171561,prior,5,0,13,30.0
2814227,171561,prior,6,0,11,7.0
549494,171561,train,7,0,13,28.0
946738,171585,prior,1,1,19,
3152716,171585,prior,2,5,11,30.0
3123068,171585,prior,3,4,11,30.0
1457520,171585,prior,4,3,8,6.0
2205404,171585,train,5,5,11,9.0
1917743,171680,prior,1,1,14,
2033245,171680,prior,2,3,12,9.0
949323,171680,prior,3,5,17,2.0
1105110,171680,prior,4,1,16,3.0
3343075,171680,prior,5,6,13,5.0
954717,171680,prior,6,1,15,2.0
2412576,171680,prior,7,1,18,21.0
213622,171680,prior,8,6,13,12.0
1486511,171680,prior,9,3,13,4.0
2474729,171680,prior,10,2,12,6.0
3147118,171680,prior,11,6,11,4.0
765117,171680,prior,12,4,16,5.0
488921,171680,prior,13,1,13,4.0
2223045,171680,prior,14,6,12,5.0
2672412,171680,prior,15,0,15,15.0
962496,171680,prior,16,5,12,5.0
2639838,171680,prior,17,2,10,4.0
2264624,171680,prior,18,0,10,5.0
134326,171680,prior,19,4,12,11.0
2555700,171680,prior,20,2,15,5.0
2327595,171680,prior,21,5,18,17.0
1458298,171680,prior,22,3,11,5.0
3245383,171680,prior,23,2,10,6.0
152757,171680,prior,24,4,9,9.0
432256,171680,prior,25,4,15,14.0
2503447,171680,prior,26,0,12,10.0
3248320,171680,prior,27,3,14,3.0
1401782,171680,prior,28,1,14,5.0
2823498,171680,prior,29,4,14,3.0
1187769,171680,prior,30,0,14,17.0
287833,171680,prior,31,3,16,10.0
1028691,171680,prior,32,6,10,24.0
3390358,171680,prior,33,0,13,8.0
527114,171680,prior,34,1,12,8.0
1334321,171680,prior,35,6,13,12.0
1513706,171680,prior,36,6,13,7.0
683970,171680,prior,37,4,12,5.0
1812534,171680,prior,38,1,16,11.0
2268374,171680,prior,39,1,16,7.0
427646,171680,prior,40,3,15,2.0
1048444,171680,prior,41,6,11,30.0
2196999,171680,prior,42,5,14,6.0
967473,171680,train,43,6,11,8.0
688749,171726,prior,1,1,10,
1666662,171726,prior,2,0,18,20.0
3037190,171726,prior,3,2,10,16.0
3282313,171726,train,4,0,8,30.0
1534434,171729,prior,1,6,15,
249600,171729,prior,2,2,10,3.0
1641071,171729,prior,3,5,11,3.0
1216497,171729,prior,4,2,10,4.0
1173544,171729,prior,5,0,11,12.0
3082480,171729,prior,6,0,12,7.0
3171021,171729,prior,7,2,13,2.0
342798,171729,prior,8,6,13,4.0
3142057,171729,prior,9,4,11,5.0
3411821,171729,prior,10,2,10,5.0
906755,171729,prior,11,4,12,2.0
1426930,171729,prior,12,0,10,3.0
830470,171729,prior,13,3,13,3.0
3039084,171729,prior,14,6,13,3.0
2441750,171729,prior,15,1,10,2.0
907653,171729,prior,16,6,12,5.0
343158,171729,prior,17,1,17,2.0
1200501,171729,prior,18,3,12,2.0
1750876,171729,prior,19,5,12,2.0
3316924,171729,prior,20,0,16,2.0
1095714,171729,prior,21,3,9,3.0
2179609,171729,train,22,4,17,1.0
1670341,171750,prior,1,1,7,
567886,171750,prior,2,3,14,23.0
1029961,171750,prior,3,4,15,30.0
2668080,171750,train,4,3,16,30.0
636573,171809,prior,1,5,16,
729489,171809,prior,2,2,10,11.0
1385271,171809,prior,3,3,11,15.0
171069,171809,prior,4,0,10,25.0
2876186,171809,prior,5,0,10,7.0
2344043,171809,prior,6,6,9,13.0
656904,171809,prior,7,1,12,30.0
2637374,171809,prior,8,3,8,9.0
570607,171809,prior,9,1,15,5.0
3262411,171809,prior,10,4,11,3.0
111932,171809,prior,11,6,11,2.0
305159,171809,train,12,2,10,10.0
1931816,171827,prior,1,2,14,
325651,171827,prior,2,0,8,12.0
2330622,171827,prior,3,5,15,5.0
630587,171827,prior,4,3,16,5.0
3062199,171827,prior,5,1,13,12.0
419580,171827,prior,6,6,22,5.0
2924809,171827,prior,7,2,18,3.0
3209550,171827,prior,8,0,13,5.0
801244,171827,prior,9,0,9,14.0
1786341,171827,prior,10,4,9,11.0
3394478,171827,prior,11,5,17,1.0
2051631,171827,prior,12,2,16,4.0
2867535,171827,prior,13,0,15,5.0
3333760,171827,prior,14,2,12,2.0
1900223,171827,prior,15,0,13,5.0
1187873,171827,prior,16,0,14,0.0
3109434,171827,prior,17,4,9,4.0
2696660,171827,prior,18,0,15,10.0
1679196,171827,prior,19,3,22,3.0
42925,171827,prior,20,0,21,4.0
3040861,171827,prior,21,5,16,5.0
655781,171827,prior,22,2,17,4.0
2347804,171827,prior,23,4,15,2.0
1456732,171827,prior,24,1,11,4.0
1683073,171827,prior,25,2,11,8.0
1640165,171827,prior,26,0,10,5.0
250430,171827,prior,27,6,8,6.0
1300888,171827,prior,28,1,10,2.0
2510108,171827,prior,29,0,10,6.0
2855007,171827,prior,30,1,13,1.0
205194,171827,prior,31,0,14,6.0
2208634,171827,prior,32,2,9,2.0
1241295,171827,prior,33,4,11,2.0
2119210,171827,prior,34,6,17,2.0
710210,171827,prior,35,0,16,1.0
3374389,171827,prior,36,5,10,5.0
2439820,171827,prior,37,4,14,13.0
90161,171827,prior,38,3,12,6.0
1098970,171827,prior,39,4,10,8.0
663090,171827,prior,40,1,11,4.0
2524345,171827,prior,41,6,15,5.0
1422995,171827,prior,42,2,13,3.0
2706683,171827,prior,43,1,9,6.0
32254,171827,prior,44,2,17,1.0
117413,171827,prior,45,3,21,1.0
465929,171827,prior,46,5,11,2.0
2496063,171827,prior,47,5,9,7.0
1641839,171827,prior,48,6,13,8.0
617950,171827,prior,49,1,22,2.0
2328394,171827,prior,50,5,22,4.0
997861,171827,prior,51,1,15,3.0
2199105,171827,prior,52,3,8,16.0
2748958,171827,prior,53,5,13,2.0
824136,171827,prior,54,5,7,7.0
1456312,171827,prior,55,3,12,12.0
1846654,171827,prior,56,6,12,17.0
277897,171827,prior,57,1,12,9.0
3293744,171827,prior,58,2,8,1.0
3295904,171827,prior,59,4,14,2.0
3151466,171827,prior,60,1,20,4.0
66664,171827,prior,61,4,10,24.0
3017411,171827,prior,62,3,13,6.0
1740563,171827,prior,63,5,12,2.0
2600669,171827,prior,64,2,20,4.0
2799876,171827,train,65,2,17,7.0
2377054,171831,prior,1,2,9,
2143932,171831,prior,2,6,8,4.0
1889518,171831,prior,3,5,20,30.0
2389100,171831,prior,4,6,10,30.0
474253,171831,train,5,6,22,30.0
508468,171854,prior,1,1,19,
1733173,171854,prior,2,0,14,20.0
3343819,171854,prior,3,4,10,30.0
3346925,171854,prior,4,6,12,16.0
1791239,171854,train,5,0,13,8.0
1879876,171876,prior,1,0,14,
1025151,171876,prior,2,3,15,17.0
2805118,171876,prior,3,1,10,30.0
3092023,171876,prior,4,2,13,30.0
2523865,171876,train,5,2,14,30.0
2870418,172034,prior,1,4,7,
2739069,172034,prior,2,5,11,8.0
2731308,172034,prior,3,0,16,2.0
3147240,172034,prior,4,0,8,14.0
300514,172034,prior,5,5,14,5.0
2890097,172034,prior,6,2,15,4.0
386112,172034,prior,7,5,16,3.0
919713,172034,prior,8,4,15,6.0
319871,172034,prior,9,4,7,7.0
2245159,172034,prior,10,4,14,7.0
197403,172034,prior,11,6,15,9.0
830532,172034,prior,12,4,15,5.0
3062027,172034,prior,13,0,16,3.0
842942,172034,prior,14,4,8,4.0
1028050,172034,prior,15,1,16,4.0
2012488,172034,prior,16,5,15,4.0
179023,172034,prior,17,2,10,4.0
333685,172034,prior,18,4,13,9.0
2203199,172034,prior,19,1,11,4.0
858465,172034,prior,20,5,9,4.0
1541054,172034,prior,21,0,12,2.0
2367371,172034,prior,22,1,15,1.0
1774207,172034,prior,23,5,16,4.0
2060135,172034,prior,24,3,15,5.0
2999819,172034,prior,25,4,15,1.0
3017545,172034,prior,26,6,13,2.0
1766126,172034,prior,27,3,16,4.0
3181878,172034,prior,28,0,8,4.0
1580663,172034,prior,29,5,13,12.0
112351,172034,prior,30,2,15,4.0
3378342,172034,prior,31,2,15,7.0
1877435,172034,prior,32,0,7,5.0
1700527,172034,prior,33,4,8,4.0
2926843,172034,prior,34,2,18,5.0
285360,172034,prior,35,6,18,11.0
2059930,172034,prior,36,4,14,5.0
704605,172034,prior,37,0,7,3.0
1802662,172034,prior,38,4,15,4.0
1922065,172034,prior,39,0,7,3.0
1931052,172034,prior,40,3,17,3.0
1504852,172034,prior,41,6,9,3.0
1725639,172034,prior,42,1,8,2.0
1218754,172034,prior,43,2,13,8.0
2566494,172034,prior,44,1,16,6.0
3378428,172034,prior,45,2,20,1.0
2920236,172034,prior,46,6,8,4.0
3257299,172034,prior,47,1,15,2.0
2166012,172034,prior,48,6,10,5.0
2734252,172034,prior,49,3,17,4.0
2055713,172034,prior,50,6,13,3.0
1032569,172034,prior,51,3,8,4.0
287610,172034,prior,52,5,14,2.0
792450,172034,prior,53,1,7,3.0
2622635,172034,prior,54,6,19,5.0
1905752,172034,prior,55,4,15,5.0
1873860,172034,prior,56,1,13,4.0
2897730,172034,prior,57,4,7,3.0
905515,172034,prior,58,2,9,5.0
2087553,172034,prior,59,6,12,4.0
18489,172034,prior,60,3,16,4.0
1171813,172034,prior,61,0,8,4.0
3043331,172034,prior,62,5,12,5.0
1813590,172034,prior,63,0,13,2.0
1891700,172034,prior,64,4,17,4.0
1511424,172034,prior,65,3,19,6.0
1096022,172034,prior,66,0,15,4.0
1572210,172034,prior,67,3,11,3.0
2369916,172034,prior,68,1,12,5.0
1024002,172034,prior,69,4,11,10.0
1464214,172034,prior,70,5,15,8.0
3210332,172034,prior,71,0,15,2.0
2194576,172034,prior,72,6,11,13.0
2071550,172034,prior,73,0,11,1.0
994624,172034,prior,74,1,10,1.0
1533231,172034,prior,75,6,18,5.0
262732,172034,prior,76,1,10,2.0
1527686,172034,prior,77,1,16,7.0
2913000,172034,train,78,6,9,5.0
3420874,172119,prior,1,0,14,
1128443,172119,prior,2,6,15,6.0
3182367,172119,prior,3,0,14,8.0
2198601,172119,prior,4,1,20,15.0
1389699,172119,prior,5,0,17,13.0
220710,172119,prior,6,0,16,7.0
3183987,172119,prior,7,4,19,30.0
584571,172119,prior,8,1,19,4.0
1100381,172119,prior,9,3,9,2.0
185263,172119,prior,10,6,11,10.0
2853577,172119,prior,11,2,19,17.0
3317735,172119,prior,12,1,18,13.0
1162330,172119,prior,13,5,9,4.0
798315,172119,prior,14,0,14,30.0
3378309,172119,prior,15,0,14,21.0
81925,172119,prior,16,5,19,12.0
1262364,172119,prior,17,2,19,30.0
374543,172119,prior,18,3,17,8.0
3093717,172119,prior,19,1,17,26.0
193272,172119,train,20,2,18,30.0
2392767,172141,prior,1,2,11,
1745841,172141,prior,2,2,9,7.0
1474937,172141,prior,3,2,14,30.0
2875298,172141,prior,4,4,11,16.0
1484000,172141,prior,5,3,9,13.0
2367561,172141,train,6,3,10,0.0
3364179,172198,prior,1,2,22,
1288133,172198,prior,2,2,22,7.0
1129304,172198,prior,3,3,12,22.0
2481857,172198,prior,4,1,18,12.0
1059124,172198,prior,5,0,20,30.0
2876471,172198,prior,6,6,23,20.0
3101146,172198,train,7,0,1,8.0
2132539,172212,prior,1,2,10,
169561,172212,prior,2,2,15,7.0
1576596,172212,prior,3,6,15,11.0
199582,172212,prior,4,4,10,5.0
1921260,172212,prior,5,6,18,2.0
2251339,172212,prior,6,3,14,11.0
1551267,172212,prior,7,5,14,2.0
2552933,172212,prior,8,2,10,4.0
1938596,172212,prior,9,0,12,5.0
2967193,172212,prior,10,4,12,4.0
2236797,172212,prior,11,2,11,5.0
2436352,172212,prior,12,6,19,4.0
3277156,172212,prior,13,4,19,5.0
2206681,172212,prior,14,6,10,9.0
606522,172212,prior,15,5,20,6.0
772556,172212,train,16,6,14,8.0
2638597,172229,prior,1,0,11,
1919543,172229,prior,2,0,18,21.0
1299788,172229,prior,3,0,23,21.0
2254440,172229,prior,4,0,17,30.0
1281021,172229,prior,5,6,21,13.0
315046,172229,prior,6,1,22,30.0
3353243,172229,prior,7,0,11,13.0
874457,172229,prior,8,4,23,30.0
2043435,172229,prior,9,1,12,30.0
2890231,172229,train,10,0,11,13.0
421951,172351,prior,1,4,16,
1076221,172351,prior,2,3,17,6.0
2797856,172351,prior,3,0,17,4.0
433373,172351,prior,4,6,11,6.0
2382450,172351,prior,5,6,17,7.0
3237982,172351,prior,6,0,10,8.0
268082,172351,prior,7,0,12,7.0
568489,172351,prior,8,6,21,6.0
3403579,172351,prior,9,0,12,8.0
3047181,172351,prior,10,0,11,21.0
222140,172351,prior,11,6,20,30.0
53817,172351,prior,12,1,15,9.0
1899692,172351,prior,13,2,9,8.0
142058,172351,prior,14,0,22,5.0
2172791,172351,prior,15,0,12,7.0
2189445,172351,prior,16,6,16,6.0
2074439,172351,prior,17,2,8,3.0
3351258,172351,prior,18,0,14,5.0
358513,172351,prior,19,0,10,7.0
2378326,172351,prior,20,0,9,7.0
2158098,172351,prior,21,6,14,6.0
1354761,172351,prior,22,1,21,2.0
2883674,172351,prior,23,6,19,5.0
254078,172351,prior,24,5,20,20.0
289719,172351,prior,25,1,19,10.0
1522115,172351,train,26,0,19,6.0
3008087,172378,prior,1,3,17,
1578064,172378,prior,2,0,14,30.0
2033514,172378,prior,3,6,12,27.0
481272,172378,prior,4,6,18,14.0
2539062,172378,prior,5,1,16,23.0
2547449,172378,prior,6,0,18,13.0
372777,172378,prior,7,2,12,30.0
2458583,172378,prior,8,1,15,30.0
1972381,172378,prior,9,0,13,13.0
1852597,172378,prior,10,0,8,21.0
2927596,172378,prior,11,1,11,30.0
2120030,172378,prior,12,5,15,25.0
218288,172378,prior,13,6,10,22.0
149366,172378,prior,14,6,13,7.0
1910114,172378,train,15,1,18,30.0
2154278,172409,prior,1,1,13,
881816,172409,prior,2,1,9,7.0
451180,172409,prior,3,6,12,30.0
319408,172409,prior,4,6,10,14.0
3388463,172409,prior,5,0,14,29.0
